id,serie_bac,note_maths,note_sciences,note_langues,note_eco,matieres_preferees,competences,interets,environnement,metiers_vises,filiere
syn-02782,L,3,4,2,4,Informatique / Technologie|SVT|Langues etrangeres,Electronique / bricolage technique|Programmation|Vente / negociation,Tourisme / hotellerie|Agriculture / environnement|Art / design / audiovisuel|Finance / comptabilite,Bureau,Commerce / relation client,CAA
syn-02783,A2,2,3,3,3,Mathematiques|Physique-Chimie|Langues etrangeres,Redaction / communication|Vente / negociation,Communication / medias|Tourisme / hotellerie|Technologie / informatique,Mixte,Commerce / relation client|Gestion / management,CAA
syn-02784,A1,2,3,4,4,Informatique / Technologie|Histoire-Geographie,Electronique / bricolage technique|Programmation|Travail en equipe|Redaction / communication,Tourisme / hotellerie|Art / design / audiovisuel|Droit / justice,Bureau,Creation / design|Gestion / management,TEH
syn-02785,D,4,5,3,3,Arts|Langues etrangeres,Electronique / bricolage technique|Programmation|Vente / negociation|Travail en equipe,Droit / justice|BTP / construction|Communication / medias,Bureau,Technique / ingenierie,EMII
syn-02786,S,2,5,2,2,Economie / Gestion|SVT|Langues etrangeres,Organisation / gestion de projet|Electronique / bricolage technique,Sciences|Agriculture / environnement|Tourisme / hotellerie|Communication / medias,Terrain / exterieur,Gestion / management,AEE
syn-02787,Technique genie civil,4,3,3,1,Economie / Gestion|Francais / Litterature|Physique-Chimie,Electronique / bricolage technique|Vente / negociation|Organisation / gestion de projet,Communication / medias|Entrepreneuriat / business,Terrain / exterieur,Commerce / relation client|Technique / ingenierie,CAA
syn-02788,D,3,5,3,4,Informatique / Technologie|Langues etrangeres,Analyse de donnees / logique|Programmation,Droit / justice|Finance / comptabilite,Bureau,Entrepreneur / independant|Commerce / relation client,ISAIA
syn-02789,A1,2,2,5,3,Informatique / Technologie|Histoire-Geographie|Economie / Gestion,Electronique / bricolage technique|Programmation|Analyse de donnees / logique,Agriculture / environnement|Droit / justice|Communication / medias|Technologie / informatique,Terrain / exterieur,Entrepreneur / independant,TEE
syn-02790,S,5,4,3,2,Physique-Chimie|Informatique / Technologie|Mathematiques,Analyse de donnees / logique|Programmation|Electronique / bricolage technique,Entrepreneuriat / business|BTP / construction|Agriculture / environnement|Technologie / informatique,Mixte,Commerce / relation client|Creation / design,EMII
syn-02791,C,3,5,4,2,SVT|Mathematiques,Organisation / gestion de projet|Analyse de donnees / logique,Sciences|Sante / social|Finance / comptabilite,Bureau,Commerce / relation client,PIP
syn-02792,S,3,4,3,3,Physique-Chimie|Sport,Travail en equipe|Electronique / bricolage technique,BTP / construction|Entrepreneuriat / business|Tourisme / hotellerie|Art / design / audiovisuel,Mixte,Gestion / management,ICMP
syn-02793,C,5,4,4,4,Physique-Chimie|Mathematiques|Langues etrangeres,Vente / negociation|Travail en equipe|Electronique / bricolage technique|Programmation,Sciences|Technologie / informatique|Sante / social|Droit / justice,Bureau,Technique / ingenierie|Commerce / relation client,ESIIA
syn-02794,C,5,4,3,3,Histoire-Geographie|SVT|Informatique / Technologie,Programmation|Redaction / communication|Organisation / gestion de projet,Technologie / informatique|Entrepreneuriat / business|Sante / social,Bureau,Entrepreneur / independant,IGGLIA
syn-02795,A2,1,4,3,3,Sport|Economie / Gestion,Creativite / design|Vente / negociation,Entrepreneuriat / business|Sante / social,Mixte,Entrepreneur / independant,CAA
syn-02796,A1,2,2,3,4,Langues etrangeres|Economie / Gestion,Vente / negociation|Electronique / bricolage technique,Droit / justice|Tourisme / hotellerie|Art / design / audiovisuel|Finance / comptabilite,Terrain / exterieur,Commerce / relation client,TEH
syn-02797,D,4,4,3,2,Informatique / Technologie|Langues etrangeres,Programmation|Vente / negociation,Tourisme / hotellerie|Agriculture / environnement|Sciences|Technologie / informatique,Mixte,Recherche / enseignement|Gestion / management,ISAIA
syn-02798,D,3,4,3,3,Informatique / Technologie|SVT,Electronique / bricolage technique|Redaction / communication|Vente / negociation|Programmation,Sciences|BTP / construction|Technologie / informatique|Art / design / audiovisuel,Bureau,Commerce / relation client,AEE
syn-02799,A2,4,3,3,3,Histoire-Geographie|Arts,Creativite / design|Redaction / communication,Droit / justice|Communication / medias|Finance / comptabilite|Sciences,Atelier / usine,Technique / ingenierie,FIC
syn-02800,S,3,5,2,3,Physique-Chimie|Informatique / Technologie|Economie / Gestion,Analyse de donnees / logique|Programmation|Creativite / design,Sciences|Entrepreneuriat / business|Technologie / informatique|Tourisme / hotellerie,Bureau,Gestion / management,IGGLIA
syn-02801,S,4,4,4,3,SVT|Mathematiques,Analyse de donnees / logique|Electronique / bricolage technique|Programmation|Travail en equipe,Sciences|Sante / social|Agriculture / environnement,Mixte,Commerce / relation client|Gestion / management,PIP
syn-02802,C,5,4,4,4,Economie / Gestion|Mathematiques|Francais / Litterature,Analyse de donnees / logique|Organisation / gestion de projet|Travail en equipe,Finance / comptabilite|Tourisme / hotellerie,Mixte,Gestion / management|Commerce / relation client,FIC
syn-02803,Technique genie civil,4,3,2,2,SVT|Physique-Chimie,Analyse de donnees / logique|Programmation|Electronique / bricolage technique|Vente / negociation,Sante / social|Art / design / audiovisuel|Sciences|BTP / construction,Bureau,Creation / design,TEH
syn-02804,A1,1,3,3,4,Arts|Informatique / Technologie,Programmation|Organisation / gestion de projet|Electronique / bricolage technique,Tourisme / hotellerie|Sante / social,Bureau,Technique / ingenierie,EMP
syn-02805,A1,4,1,4,3,Francais / Litterature|Physique-Chimie|Mathematiques,Analyse de donnees / logique|Redaction / communication|Organisation / gestion de projet,BTP / construction|Finance / comptabilite|Tourisme / hotellerie|Communication / medias,Terrain / exterieur,Recherche / enseignement|Entrepreneur / independant,TEE
syn-02806,S,1,3,3,3,Arts|Sport,Electronique / bricolage technique|Creativite / design|Programmation|Travail en equipe,Entrepreneuriat / business|Communication / medias,Bureau,Commerce / relation client|Creation / design,IMTICIA
syn-02807,Technique industrielle,2,3,2,3,Histoire-Geographie|Informatique / Technologie|Physique-Chimie,Organisation / gestion de projet|Creativite / design,Sciences|Technologie / informatique|Communication / medias|Droit / justice,Bureau,Technique / ingenierie|Recherche / enseignement,IMTICIA
syn-02808,D,3,4,4,3,Arts|Economie / Gestion,Creativite / design|Organisation / gestion de projet,Finance / comptabilite|Droit / justice|Sante / social|BTP / construction,Bureau,Creation / design|Commerce / relation client,FIC
syn-02809,S,4,5,3,4,Mathematiques|Sport,Analyse de donnees / logique|Travail en equipe|Redaction / communication|Creativite / design,Finance / comptabilite|Communication / medias|Sciences|Agriculture / environnement,Laboratoire,Recherche / enseignement|Entrepreneur / independant,ISAIA
syn-02810,Technique industrielle,3,5,2,3,Informatique / Technologie|Arts|Physique-Chimie,Creativite / design|Analyse de donnees / logique,Sante / social|BTP / construction|Finance / comptabilite,Laboratoire,Gestion / management,ICMP
syn-02811,D,3,3,3,3,Informatique / Technologie|Francais / Litterature,Analyse de donnees / logique|Programmation|Redaction / communication,Technologie / informatique|Communication / medias,Mixte,Entrepreneur / independant|Recherche / enseignement,IGGLIA
syn-02812,D,4,2,4,4,Histoire-Geographie|Langues etrangeres,Analyse de donnees / logique|Vente / negociation,Finance / comptabilite|Droit / justice|Agriculture / environnement,Atelier / usine,Entrepreneur / independant|Creation / design,FIC
syn-02813,D,4,2,3,3,Sport|SVT|Arts,Travail en equipe|Redaction / communication|Analyse de donnees / logique|Creativite / design,Finance / comptabilite|Sciences,Bureau,Creation / design,FIC
syn-02814,L,3,1,5,4,Francais / Litterature|Informatique / Technologie|Mathematiques,Programmation|Redaction / communication|Organisation / gestion de projet,Sante / social|Sciences|Finance / comptabilite,Bureau,Gestion / management|Commerce / relation client,FIC
syn-02815,Technique agricole,3,3,3,3,Informatique / Technologie|Physique-Chimie|Francais / Litterature,Electronique / bricolage technique|Programmation,Communication / medias|Agriculture / environnement|Finance / comptabilite,Terrain / exterieur,Commerce / relation client|Creation / design,TEE
syn-02816,A2,2,2,4,2,Mathematiques|SVT,Vente / negociation|Analyse de donnees / logique|Electronique / bricolage technique|Creativite / design,Finance / comptabilite|Sciences|Droit / justice|Agriculture / environnement,Atelier / usine,Commerce / relation client|Creation / design,DTJA
syn-02817,D,4,2,2,2,SVT|Sport,Travail en equipe|Creativite / design,Communication / medias|Sante / social,Laboratoire,Commerce / relation client|Creation / design,IMTICIA
syn-02818,L,1,4,2,3,Sport|SVT,Organisation / gestion de projet|Analyse de donnees / logique,Art / design / audiovisuel|Entrepreneuriat / business|Sante / social|Agriculture / environnement,Laboratoire,Commerce / relation client|Entrepreneur / independant,CAA
syn-02819,L,2,3,4,3,SVT|Sport|Francais / Litterature,Analyse de donnees / logique|Vente / negociation,Tourisme / hotellerie|Art / design / audiovisuel|BTP / construction,Mixte,Gestion / management|Creation / design,TEH
syn-02820,S,5,5,3,5,Economie / Gestion|Histoire-Geographie,Vente / negociation|Electronique / bricolage technique|Redaction / communication|Organisation / gestion de projet,Sante / social|Communication / medias,Laboratoire,Entrepreneur / independant|Technique / ingenierie,EMII
syn-02821,C,3,2,3,2,SVT|Physique-Chimie,Electronique / bricolage technique|Travail en equipe|Analyse de donnees / logique|Programmation,BTP / construction|Droit / justice|Sante / social|Agriculture / environnement,Mixte,Creation / design|Commerce / relation client,AEE
syn-02822,L,1,1,3,3,Francais / Litterature|SVT,Redaction / communication|Organisation / gestion de projet,Communication / medias|Droit / justice,Mixte,Recherche / enseignement,DTJA
syn-02823,C,3,4,3,3,Sport|Francais / Litterature,Redaction / communication|Travail en equipe,Finance / comptabilite|Droit / justice|Sciences|Communication / medias,Mixte,Recherche / enseignement|Technique / ingenierie,PIP
syn-02824,A2,2,3,5,3,Francais / Litterature|Physique-Chimie,Redaction / communication|Electronique / bricolage technique|Analyse de donnees / logique|Vente / negociation,Sciences|Droit / justice,Laboratoire,Recherche / enseignement,DTJA
syn-02825,Technique industrielle,3,5,4,1,Francais / Litterature|SVT|Langues etrangeres,Electronique / bricolage technique|Redaction / communication|Organisation / gestion de projet|Travail en equipe,Sciences|Tourisme / hotellerie|Communication / medias|Agriculture / environnement,Bureau,Technique / ingenierie,ESIIA
syn-02826,S,3,3,2,4,Arts|Mathematiques,Creativite / design|Analyse de donnees / logique,Technologie / informatique|Communication / medias|Sciences,Atelier / usine,Recherche / enseignement,IMTICIA
syn-02827,L,3,2,4,3,Mathematiques|Sport|Langues etrangeres,Redaction / communication|Analyse de donnees / logique|Electronique / bricolage technique|Programmation,Technologie / informatique|Communication / medias|Art / design / audiovisuel|Finance / comptabilite,Mixte,Commerce / relation client,TEH
syn-02828,C,3,4,3,3,Francais / Litterature|Mathematiques|Informatique / Technologie,Programmation|Redaction / communication|Electronique / bricolage technique|Vente / negociation,Communication / medias|Entrepreneuriat / business,Atelier / usine,Technique / ingenierie,EMII
syn-02829,L,3,2,4,4,Economie / Gestion|Sport|Histoire-Geographie,Vente / negociation|Organisation / gestion de projet|Programmation|Electronique / bricolage technique,Finance / comptabilite|Sante / social|BTP / construction,Laboratoire,Gestion / management,FIC
syn-02830,A2,2,2,3,2,Langues etrangeres|Arts|Sport,Vente / negociation|Creativite / design|Travail en equipe,Tourisme / hotellerie|Sante / social|BTP / construction|Communication / medias,Terrain / exterieur,Commerce / relation client|Gestion / management,TEE
syn-02831,L,2,2,4,3,Informatique / Technologie|Francais / Litterature|Economie / Gestion,Organisation / gestion de projet|Creativite / design|Travail en equipe,Entrepreneuriat / business|Communication / medias,Terrain / exterieur,Recherche / enseignement,CAA
syn-02832,C,5,2,4,4,Mathematiques|Sport|Francais / Litterature,Redaction / communication|Programmation,Communication / medias|Finance / comptabilite|Sciences,Bureau,Entrepreneur / independant|Recherche / enseignement,ISAIA
syn-02833,A1,1,3,3,4,Economie / Gestion|Arts,Vente / negociation|Organisation / gestion de projet|Creativite / design|Travail en equipe,Entrepreneuriat / business|Communication / medias|Sciences|Agriculture / environnement,Laboratoire,Commerce / relation client|Recherche / enseignement,CAA
syn-02834,C,4,4,1,4,Economie / Gestion|Sport|Mathematiques,Analyse de donnees / logique|Travail en equipe|Vente / negociation,Finance / comptabilite|Sciences|Droit / justice,Terrain / exterieur,Gestion / management,ISAIA
syn-02835,S,4,4,3,2,Mathematiques|Histoire-Geographie|Informatique / Technologie,Programmation|Travail en equipe,Sciences|Tourisme / hotellerie|Technologie / informatique|Droit / justice,Atelier / usine,Creation / design|Recherche / enseignement,ESIIA
syn-02836,A2,3,2,3,2,Langues etrangeres|Francais / Litterature,Vente / negociation|Redaction / communication|Electronique / bricolage technique,Communication / medias|Tourisme / hotellerie|Agriculture / environnement,Mixte,Gestion / management,DTJA
syn-02837,C,3,3,1,2,Histoire-Geographie|SVT|Physique-Chimie,Analyse de donnees / logique|Creativite / design|Programmation|Electronique / bricolage technique,Sante / social|Tourisme / hotellerie|Technologie / informatique,Bureau,Recherche / enseignement|Creation / design,ESIIA
syn-02838,C,4,4,3,3,Arts|SVT,Creativite / design|Electronique / bricolage technique,Sciences|Agriculture / environnement,Atelier / usine,Recherche / enseignement|Creation / design,IAA
syn-02839,A1,3,2,4,2,Arts|Langues etrangeres|Informatique / Technologie,Electronique / bricolage technique|Redaction / communication|Travail en equipe|Creativite / design,Tourisme / hotellerie|BTP / construction|Technologie / informatique,Bureau,Recherche / enseignement,TEH
syn-02840,A2,3,3,2,2,Physique-Chimie|Histoire-Geographie,Travail en equipe|Redaction / communication,Tourisme / hotellerie|Droit / justice|BTP / construction|Technologie / informatique,Bureau,Recherche / enseignement|Commerce / relation client,DTJA
